username,date,time_in,time_out,time_break,is_home_office,created_at,daily_activity_attributes
aminaeva,2023-12-13,13:00:00,15:00:00,,No,2023-12-14 17:26:52.800,"{'project_name': 'Sales B2B', 'created_at': '2023-12-14 17:26:52.800000', 'time_spent': '02:00'}"
mshchelkunov,2023-12-14,11:00:00,15:00:00,,Yes,2023-12-14 17:47:04.992,"{'project_name': 'DSE Quality', 'created_at': '2023-12-14 17:47:04.992000', 'time_spent': '04:00'}"
mristic,2023-12-07,14:00:00,18:00:00,,Yes,2023-12-14 21:04:05.376,"{'project_name': 'IT', 'created_at': '2023-12-14 21:04:05.376000', 'time_spent': '04:00'}"
mristic,2023-12-08,14:00:00,18:00:00,,Yes,2023-12-14 21:07:13.728,"{'project_name': 'IT', 'created_at': '2023-12-14 21:07:13.728000', 'time_spent': '04:00'}"
mristic,2023-12-11,13:00:00,18:00:00,,No,2023-12-14 21:16:31.008,"{'project_name': 'IT', 'created_at': '2023-12-14 21:16:31.008000', 'time_spent': '05:00'}"
mristic,2023-12-12,10:00:00,14:00:00,,Yes,2023-12-14 21:05:35.232,"{'project_name': 'IT', 'created_at': '2023-12-14 21:05:35.232000', 'time_spent': '04:00'}"
mristic,2023-12-13,14:00:00,18:00:00,,Yes,2023-12-14 21:05:53.376,"{'project_name': 'IT', 'created_at': '2023-12-14 21:05:53.376000', 'time_spent': '04:00'}"
mristic,2023-12-14,13:00:00,16:00:00,,Yes,2023-12-14 21:06:27.936,"{'project_name': 'IT', 'created_at': '2023-12-14 21:06:27.936000', 'time_spent': '03:00'}"
jalmendrasvilla,2023-12-14,17:30:00,21:30:00,,Yes,2023-12-14 21:31:42.528,"{'project_name': 'DSE Quality', 'created_at': '2023-12-14 21:31:42.528000', 'time_spent': '04:00'}"
khayeche,2023-12-07,09:00:00,18:00:00,01:00,,2023-12-14 22:07:39.936,"{'project_name': 'DSE Jobs', 'created_at': '2023-12-14 22:07:39.936000', 'time_spent': '08:00'}"
khayeche,2023-12-14,10:00:00,18:00:00,,Yes,2023-12-14 22:11:47.904,"{'project_name': 'DSE Jobs', 'created_at': '2023-12-14 22:11:47.904000', 'time_spent': '08:00'}"
dsylari,2023-12-14,17:00:00,22:30:00,01:30,Yes,2023-12-14 22:48:16.416,"{'project_name': 'DSE Tech', 'created_at': '2023-12-14 22:48:16.416000', 'time_spent': '04:00'}"
aminaeva,2023-12-14,15:00:00,21:00:00,,Yes,2023-12-15 00:02:28.608,"{'project_name': 'DSE Jobs', 'created_at': '2023-12-15 00:02:28.608000', 'time_spent': '06:00'}"
mpietraszko,2023-12-14,09:00:00,13:00:00,,Yes,2023-12-15 08:16:54.912,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 08:16:54.912000', 'time_spent': '04:00'}"
mpietraszko,2023-12-15,08:00:00,16:00:00,,Yes,2023-12-15 08:17:26.880,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 08:17:26.880000', 'time_spent': '08:00'}"
mpietraszko,2023-12-18,09:00:00,16:00:00,,Yes,2023-12-15 08:18:03.168,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 08:18:03.168000', 'time_spent': '07:00'}"
mpietraszko,2023-12-19,08:00:00,16:00:00,,Yes,2023-12-15 08:20:04.128,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 08:20:04.128000', 'time_spent': '08:00'}"
mpietraszko,2023-12-20,08:00:00,12:00:00,,Yes,2023-12-15 08:20:38.688,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 08:20:38.688000', 'time_spent': '04:00'}"
nmaupetit,2023-12-05,08:00:00,12:00:00,,Yes,2023-12-15 11:03:27.936,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 11:03:27.936000', 'time_spent': '04:00'}"
nmaupetit,2023-12-08,08:15:00,10:30:00,,Yes,2023-12-15 11:04:12.864,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 11:04:12.864000', 'time_spent': '02:15'}"
nmaupetit,2023-12-12,08:00:00,12:00:00,,Yes,2023-12-15 11:04:59.520,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 11:04:59.520000', 'time_spent': '04:00'}"
nmaupetit,2023-12-15,08:15:00,10:30:00,,Yes,2023-12-15 11:05:47.904,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 11:05:47.904000', 'time_spent': '02:15'}"
mkajo,2023-12-15,11:30:00,16:00:00,00:30,Yes,2023-12-15 16:04:10.848,"{'project_name': 'DSE Quality', 'created_at': '2023-12-15 16:04:10.848000', 'time_spent': '04:00'}"
abueb,2023-12-15,12:00:00,16:30:00,00:00,Yes,2023-12-15 16:17:26.592,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 16:17:26.592000', 'time_spent': '04:30'}"
dsylari,2023-12-15,12:00:00,16:30:00,00:30,Yes,2023-12-15 16:30:14.688,"{'project_name': 'DSE Tech', 'created_at': '2023-12-15 16:30:14.688000', 'time_spent': '04:00'}"
idoebold,2023-12-15,14:30:00,17:30:00,,Yes,2023-12-15 17:33:35.424,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-15 17:33:35.424000', 'time_spent': '03:00'}"
mshchelkunov,2023-12-15,12:00:00,16:00:00,,Yes,2023-12-16 10:36:09.792,"{'project_name': 'DSE Quality', 'created_at': '2023-12-16 10:36:09.792000', 'time_spent': '04:00'}"
aminaeva,2023-12-16,18:00:00,19:30:00,,Yes,2023-12-17 18:45:24.192,"{'project_name': 'Sales B2B', 'created_at': '2023-12-17 18:45:24.192000', 'time_spent': '01:30'}"
bsendziuk,2023-12-18,09:00:00,18:00:00,01:00,Yes,2023-12-18 11:35:53.664,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-18 11:35:53.664000', 'time_spent': '08:00'}"
mkajo,2023-12-18,10:30:00,15:00:00,00:30,Yes,2023-12-18 15:07:53.472,"{'project_name': 'DSE Quality', 'created_at': '2023-12-18 15:07:53.472000', 'time_spent': '04:00'}"
dsylari,2023-12-18,10:00:00,15:00:00,01:00,Yes,2023-12-18 15:17:28.032,"{'project_name': 'DSE Tech', 'created_at': '2023-12-18 15:17:28.032000', 'time_spent': '04:00'}"
idoebold,2023-12-18,14:00:00,17:00:00,,Yes,2023-12-18 16:59:38.112,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-18 16:59:38.112000', 'time_spent': '03:00'}"
abueb,2023-12-18,13:00:00,18:00:00,00:00,Yes,2023-12-18 17:02:37.824,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-18 17:02:37.824000', 'time_spent': '05:00'}"
jalmendrasvilla,2023-12-18,09:00:00,17:30:00,,No,2023-12-18 17:34:08.256,"{'project_name': 'DSE Quality', 'created_at': '2023-12-18 17:34:08.256000', 'time_spent': '08:30'}"
mshchelkunov,2023-12-18,11:00:00,15:00:00,,Yes,2023-12-18 19:55:17.184,"{'project_name': 'DSE Quality', 'created_at': '2023-12-18 19:55:17.184000', 'time_spent': '04:00'}"
gleka,2023-12-18,18:05:00,22:05:00,00:00,Yes,2023-12-18 22:05:45.024,"{'project_name': 'DSE Tech', 'created_at': '2023-12-18 22:05:45.024000', 'time_spent': '04:00'}"
sgoettsch,2023-12-19,08:30:00,11:30:00,,Yes,2023-12-19 11:53:23.424,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-19 11:53:23.424000', 'time_spent': '03:00'}"
pstolpa2,2023-12-18,10:00:00,14:00:00,00:00,No,2023-12-19 12:12:26.496,"{'project_name': 'Sales B2B', 'created_at': '2023-12-19 12:12:26.496000', 'time_spent': '04:00'}"
pstolpa2,2023-12-19,09:00:00,12:45:00,00:00,No,2023-12-19 12:13:07.968,"{'project_name': 'Sales B2B', 'created_at': '2023-12-19 12:13:07.968000', 'time_spent': '03:45'}"
aminaeva,2023-12-18,11:15:00,16:05:00,,No,2023-12-19 14:49:07.680,"{'project_name': 'DSE Jobs', 'created_at': '2023-12-19 14:49:07.680000', 'time_spent': '04:50'}"
idoebold,2023-12-19,14:00:00,16:00:00,,Yes,2023-12-19 16:12:05.184,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-19 16:12:05.184000', 'time_spent': '02:00'}"
mshchelkunov,2023-12-19,11:00:00,15:00:00,,Yes,2023-12-20 11:23:47.904,"{'project_name': 'DSE Quality', 'created_at': '2023-12-20 11:23:47.904000', 'time_spent': '04:00'}"
abueb,2023-12-19,09:00:00,18:00:00,01:00,Yes,2023-12-19 17:49:34.464,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-19 17:49:34.464000', 'time_spent': '08:00'}"
bsendziuk,2023-12-19,09:00:00,18:00:00,01:00,Yes,2023-12-19 17:51:42.336,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-19 17:51:42.336000', 'time_spent': '08:00'}"
mkajo,2023-12-19,12:30:00,16:30:00,,Yes,2023-12-19 18:19:41.088,"{'project_name': 'DSE Quality', 'created_at': '2023-12-19 18:19:41.088000', 'time_spent': '04:00'}"
jalmendrasvilla,2023-12-19,11:45:00,19:15:00,,Yes,2023-12-19 19:21:31.104,"{'project_name': 'DSE Quality', 'created_at': '2023-12-19 19:21:31.104000', 'time_spent': '07:30'}"
dsylari,2023-12-19,12:00:00,16:30:00,00:30,Yes,2023-12-19 20:20:11.040,"{'project_name': 'DSE Tech', 'created_at': '2023-12-19 20:20:11.040000', 'time_spent': '04:00'}"
gleka,2023-12-19,12:30:00,21:30:00,01:00,Yes,2023-12-19 21:27:37.152,"{'project_name': 'DSE Tech', 'created_at': '2023-12-19 21:27:37.152000', 'time_spent': '08:00'}"
aminaeva,2023-12-19,12:00:00,20:00:00,,Yes,2023-12-19 23:33:54.432,"{'project_name': 'Sales B2B', 'created_at': '2023-12-19 23:33:54.432000', 'time_spent': '08:00'}"
pstolpa2,2023-12-20,08:45:00,13:15:00,00:30,No,2023-12-20 13:01:35.328,"{'project_name': 'Sales B2B', 'created_at': '2023-12-20 13:01:35.328000', 'time_spent': '04:00'}"
mkajo,2023-12-20,11:30:00,16:00:00,00:30,No,2023-12-20 16:03:04.320,"{'project_name': 'DSE Quality', 'created_at': '2023-12-20 16:03:04.320000', 'time_spent': '04:00'}"
dsylari,2023-12-20,12:00:00,16:30:00,00:30,No,2023-12-20 16:27:51.264,"{'project_name': 'DSE Tech', 'created_at': '2023-12-20 16:27:51.264000', 'time_spent': '04:00'}"
bsendziuk,2023-12-20,09:00:00,18:00:00,01:00,Yes,2023-12-20 17:01:07.968,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-20 17:01:07.968000', 'time_spent': '08:00'}"
mshchelkunov,2023-12-20,11:00:00,15:00:00,,Yes,2023-12-20 17:06:14.688,"{'project_name': 'DSE Quality', 'created_at': '2023-12-20 17:06:14.688000', 'time_spent': '04:00'}"
gleka,2023-12-20,11:40:00,20:40:00,01:00,Yes,2023-12-20 20:38:25.728,"{'project_name': 'DSE Tech', 'created_at': '2023-12-20 20:38:25.728000', 'time_spent': '08:00'}"
jalmendrasvilla,2023-12-20,17:15:00,21:15:00,,Yes,2023-12-20 21:16:18.912,"{'project_name': 'DSE Quality', 'created_at': '2023-12-20 21:16:18.912000', 'time_spent': '04:00'}"
nmaupetit,2023-12-19,08:00:00,12:00:00,,Yes,2023-12-21 11:17:55.392,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-21 11:17:55.392000', 'time_spent': '04:00'}"
nmaupetit,2023-12-20,08:15:00,10:30:00,,Yes,2023-12-21 11:18:29.088,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-21 11:18:29.088000', 'time_spent': '02:15'}"
pstolpa2,2023-12-21,08:30:00,13:00:00,00:30,No,2023-12-21 12:48:46.368,"{'project_name': 'Sales B2B', 'created_at': '2023-12-21 12:48:46.368000', 'time_spent': '04:00'}"
mkajo,2023-12-21,09:30:00,14:00:00,00:30,Yes,2023-12-21 14:07:00.480,"{'project_name': 'DSE Quality', 'created_at': '2023-12-21 14:07:00.480000', 'time_spent': '04:00'}"
abueb,2023-12-21,09:00:00,18:00:00,01:00,Yes,2023-12-21 17:17:15.648,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-21 17:17:15.648000', 'time_spent': '08:00'}"
rtao,2023-12-21,08:30:00,17:30:00,01:00,Yes,2023-12-21 17:51:00.864,"{'project_name': 'IT', 'created_at': '2023-12-21 17:51:00.864000', 'time_spent': '08:00'}"
mshchelkunov,2023-12-21,11:00:00,15:00:00,,Yes,2023-12-21 19:45:14.112,"{'project_name': 'DSE Quality', 'created_at': '2023-12-21 19:45:14.112000', 'time_spent': '04:00'}"
pstolpa2,2023-12-22,08:50:00,12:40:00,00:00,Yes,2023-12-22 12:10:58.368,"{'project_name': 'Sales B2B', 'created_at': '2023-12-22 12:10:58.368000', 'time_spent': '03:50'}"
idoebold,2023-12-22,12:30:00,15:30:00,,Yes,2023-12-22 15:54:40.608,"{'project_name': 'Marketing B2C', 'created_at': '2023-12-22 15:54:40.608000', 'time_spent': '03:00'}"
mristic,2023-12-18,14:00:00,18:00:00,,Yes,2023-12-22 16:58:33.312,"{'project_name': 'IT', 'created_at': '2023-12-22 16:58:33.312000', 'time_spent': '04:00'}"
mristic,2023-12-19,10:00:00,14:00:00,,Yes,2023-12-22 16:59:09.600,"{'project_name': 'IT', 'created_at': '2023-12-22 16:59:09.600000', 'time_spent': '04:00'}"
mristic,2023-12-21,14:00:00,18:00:00,,Yes,2023-12-22 17:00:37.728,"{'project_name': 'IT', 'created_at': '2023-12-22 17:00:37.728000', 'time_spent': '04:00'}"
mkajo,2023-12-22,12:00:00,17:00:00,01:00,Yes,2023-12-22 17:03:39.168,"{'project_name': 'DSE Quality', 'created_at': '2023-12-22 17:03:39.168000', 'time_spent': '04:00'}"
mristic,2023-12-22,13:00:00,17:00:00,,Yes,2023-12-22 17:09:11.808,"{'project_name': 'IT', 'created_at': '2023-12-22 17:09:11.808000', 'time_spent': '04:00'}"
aminaeva,2023-12-20,18:00:00,22:00:00,,Yes,2023-12-22 17:44:51.936,"{'project_name': 'Sales B2B', 'created_at': '2023-12-22 17:44:51.936000', 'time_spent': '04:00'}"
aminaeva,2023-12-22,14:00:00,17:30:00,,Yes,2023-12-22 18:07:24.096,"{'project_name': 'Sales B2B', 'created_at': '2023-12-22 18:07:24.096000', 'time_spent': '03:30'}"
mshchelkunov,2023-12-22,11:00:00,15:00:00,,Yes,2023-12-22 18:17:02.976,"{'project_name': 'DSE Quality', 'created_at': '2023-12-22 18:17:02.976000', 'time_spent': '04:00'}"
aminaeva,2023-12-17,10:00:00,12:30:00,,Yes,2023-12-22 18:19:39.360,"{'project_name': 'Sales B2B', 'created_at': '2023-12-22 18:19:39.360000', 'time_spent': '01:30'}"
dsylari,2023-12-22,12:00:00,22:00:00,02:00,Yes,2023-12-22 22:07:02.784,"{'project_name': 'DSE Tech', 'created_at': '2023-12-22 22:07:02.784000', 'time_spent': '08:00'}"
gleka,2023-12-26,15:30:00,23:30:00,00:00,Yes,2023-12-26 23:31:44.832,"{'project_name': 'DSE Tech', 'created_at': '2023-12-26 23:31:44.832000', 'time_spent': '08:00'}"
mshchelkunov,2023-12-27,12:00:00,20:00:00,,Yes,2023-12-27 23:10:21.792,"{'project_name': 'DSE Quality', 'created_at': '2023-12-27 23:10:21.792000', 'time_spent': '08:00'}"
aminaeva,2023-12-27,10:00:00,17:35:00,,Yes,2023-12-27 23:16:43.680,"{'project_name': 'Sales B2B', 'created_at': '2023-12-27 23:16:43.680000', 'time_spent': '05:00'}"
dsylari,2023-12-27,12:30:00,23:30:00,03:00,Yes,2023-12-28 00:22:39.936,"{'project_name': 'DSE Tech', 'created_at': '2023-12-28 00:22:39.936000', 'time_spent': '08:00'}"
mkajo,2023-12-27,12:00:00,23:30:00,03:30,Yes,2023-12-28 00:25:18.912,"{'project_name': 'DSE Quality', 'created_at': '2023-12-28 00:25:18.912000', 'time_spent': '08:00'}"
mkajo,2023-12-28,12:00:00,16:00:00,,Yes,2023-12-28 16:17:15.360,"{'project_name': 'DSE Quality', 'created_at': '2023-12-28 16:17:15.360000', 'time_spent': '04:00'}"
mshchelkunov,2023-12-28,10:00:00,18:00:00,,Yes,2023-12-28 18:16:12.000,"{'project_name': 'DSE Quality', 'created_at': '2023-12-28 18:16:12', 'time_spent': '08:00'}"
jalmendrasvilla,2023-12-28,12:00:00,20:00:00,,Yes,2023-12-28 19:58:46.272,"{'project_name': 'DSE Quality', 'created_at': '2023-12-28 19:58:46.272000', 'time_spent': '08:00'}"
gleka,2023-12-28,19:45:00,23:45:00,00:00,Yes,2023-12-29 00:10:00.480,"{'project_name': 'DSE Tech', 'created_at': '2023-12-29 00:10:00.480000', 'time_spent': '04:00'}"
jalmendrasvilla,2023-12-29,12:00:00,20:00:00,,Yes,2023-12-29 19:59:01.824,"{'project_name': 'DSE Quality', 'created_at': '2023-12-29 19:59:01.824000', 'time_spent': '08:00'}"
mkajo,2023-12-29,10:00:00,22:00:00,04:00,Yes,2023-12-30 15:23:46.464,"{'project_name': 'DSE Quality', 'created_at': '2023-12-30 15:23:46.464000', 'time_spent': '08:00'}"
mshchelkunov,2023-12-29,11:00:00,15:00:00,,Yes,2023-12-30 16:07:23.520,"{'project_name': 'DSE Quality', 'created_at': '2023-12-30 16:07:23.520000', 'time_spent': '04:00'}"
jalmendrasvilla,2023-12-30,14:00:00,18:00:00,,Yes,2023-12-30 17:59:28.896,"{'project_name': 'DSE Quality', 'created_at': '2023-12-30 17:59:28.896000', 'time_spent': '04:00'}"
dherr,2023-12-06,23:00:00,23:50:00,,Yes,2023-12-31 00:09:56.160,"{'project_name': 'IT', 'created_at': '2023-12-31 00:09:56.160000', 'time_spent': '00:50'}"
dherr,2023-12-09,10:05:00,19:10:00,00:50,Yes,2023-12-31 00:12:36.000,"{'project_name': 'IT', 'created_at': '2023-12-31 00:12:36', 'time_spent': '08:15'}"
dherr,2023-12-28,09:40:00,19:55:00,01:40,Yes,2023-12-31 00:13:20.928,"{'project_name': 'IT', 'created_at': '2023-12-31 00:13:20.928000', 'time_spent': '08:35'}"
dherr,2023-12-29,11:30:00,21:40:00,02:15,Yes,2023-12-31 00:13:50.304,"{'project_name': 'IT', 'created_at': '2023-12-31 00:13:50.304000', 'time_spent': '07:55'}"
dherr,2023-12-30,13:05:00,23:55:00,03:30,Yes,2023-12-31 00:14:15.360,"{'project_name': 'IT', 'created_at': '2023-12-31 00:14:15.360000', 'time_spent': '07:20'}"
dherr,2023-12-10,09:35:00,17:30:00,,Yes,2023-12-31 00:16:57.792,"{'project_name': 'IT', 'created_at': '2023-12-31 00:16:57.792000', 'time_spent': '07:55'}"
gleka,2023-12-29,10:00:00,18:00:00,00:00,Yes,2024-01-02 00:48:52.416,"{'project_name': 'DSE Tech', 'created_at': '2024-01-02 00:48:52.416000', 'time_spent': '04:00'}"
aminaeva,2023-12-29,18:00:00,21:00:00,,Yes,2024-01-02 14:06:59.616,"{'project_name': 'Sales B2B', 'created_at': '2024-01-02 14:06:59.616000', 'time_spent': '03:00'}"
arahma,2023-12-18,08:00:00,17:00:00,01:00,No,2024-01-02 15:59:40.416,"{'project_name': 'DSE Tech', 'created_at': '2024-01-02 15:59:40.416000', 'time_spent': '08:00'}"
arahma,2023-12-19,08:00:00,17:00:00,01:00,No,2024-01-02 16:00:11.520,"{'project_name': 'DSE Tech', 'created_at': '2024-01-02 16:00:11.520000', 'time_spent': '08:00'}"
arahma,2023-12-20,08:00:00,13:00:00,01:00,No,2024-01-02 16:00:45.216,"{'project_name': 'DSE Tech', 'created_at': '2024-01-02 16:00:45.216000', 'time_spent': '04:00'}"
nmaupetit,2023-12-27,08:00:00,12:00:00,,Yes,2024-01-10 16:24:42.048,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-10 16:24:42.048000', 'time_spent': '04:00'}"
nmaupetit,2023-12-29,08:15:00,10:30:00,,Yes,2024-01-10 16:25:26.976,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-10 16:25:26.976000', 'time_spent': '02:15'}"
mvadodaria,2023-12-18,08:00:00,17:00:00,01:00,No,2024-01-11 14:54:19.584,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-11 14:54:19.584000', 'time_spent': '08:00'}"
mvadodaria,2023-12-20,09:00:00,18:00:00,01:00,No,2024-01-11 14:55:04.512,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-11 14:55:04.512000', 'time_spent': '08:00'}"
mvadodaria,2023-12-19,08:00:00,17:00:00,01:00,No,2024-01-11 14:57:40.032,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-11 14:57:40.032000', 'time_spent': '08:00'}"
mvadodaria,2023-12-21,08:00:00,17:00:00,01:00,Yes,2024-01-11 14:58:48.288,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-11 14:58:48.288000', 'time_spent': '08:00'}"
mvadodaria,2023-12-22,09:00:00,17:00:00,01:00,Yes,2024-01-11 17:09:29.952,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-11 17:09:29.952000', 'time_spent': '07:00'}"
desfandyari,2023-12-14,09:00:00,13:00:00,00:00,Yes,2024-01-12 11:28:07.968,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-12 11:28:07.968000', 'time_spent': '04:00'}"
desfandyari,2023-12-18,10:00:00,14:00:00,00:00,Yes,2024-01-12 11:29:04.992,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-12 11:29:04.992000', 'time_spent': '04:00'}"
desfandyari,2023-12-19,09:00:00,13:00:00,00:00,Yes,2024-01-12 11:29:56.832,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-12 11:29:56.832000', 'time_spent': '04:00'}"
desfandyari,2023-12-20,09:00:00,15:00:00,00:00,Yes,2024-01-12 11:30:50.400,"{'project_name': 'Marketing B2C', 'created_at': '2024-01-12 11:30:50.400000', 'time_spent': '06:00'}"
msarac,2023-12-15,10:00:00,18:00:00,00:00,No,2024-01-15 15:11:12.192,"{'project_name': 'IT', 'created_at': '2024-01-15 15:11:12.192000', 'time_spent': '08:00'}"
msarac,2023-12-20,10:00:00,18:00:00,00:00,No,2024-01-15 15:12:04.032,"{'project_name': 'IT', 'created_at': '2024-01-15 15:12:04.032000', 'time_spent': '08:00'}"
msarac,2023-12-21,13:00:00,17:00:00,00:00,No,2024-01-15 15:12:36.864,"{'project_name': 'IT', 'created_at': '2024-01-15 15:12:36.864000', 'time_spent': '04:00'}"
msarac,2023-12-22,10:00:00,18:00:00,00:00,No,2024-01-15 15:13:20.064,"{'project_name': 'IT', 'created_at': '2024-01-15 15:13:20.064000', 'time_spent': '08:00'}"
msarac,2023-12-27,13:00:00,17:00:00,00:00,Yes,2024-01-15 15:14:20.544,"{'project_name': 'IT', 'created_at': '2024-01-15 15:14:20.544000', 'time_spent': '04:00'}"
msarac,2023-12-28,10:00:00,18:00:00,00:00,No,2024-01-15 15:14:56.832,"{'project_name': 'IT', 'created_at': '2024-01-15 15:14:56.832000', 'time_spent': '08:00'}"
msarac,2023-12-29,10:00:00,14:00:00,00:00,Yes,2024-01-15 15:15:52.992,"{'project_name': 'IT', 'created_at': '2024-01-15 15:15:52.992000', 'time_spent': '04:00'}"
